time,neg_ns,pos_ns,neutral_ns,sum_pos_ns,sum_neg_ns,sum_pos_s,sum_neg_s,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,label
1558310400.0,24,26,35,12.5563,-19.7448,79.38349999999997,-59.60600000000001,2.657600000000001,158,148,236,9.79840000000001,LTC,94.96,91.74,93.26,90.94,-1
1558396800.0,18,33,39,17.0256,-16.5684,95.21429999999998,-25.4076,8.699100000000001,82,169,230,61.43789999999999,LTC,91.74,91.24,92.83,89.89,-1
1558483200.0,25,33,50,15.488700000000005,-23.9962,66.21470000000001,-52.91410000000001,3.4648000000000017,130,143,321,1.2509000000000214,LTC,91.24,87.71,89.08,84.12,1
1558569600.0,13,34,33,18.2151,-8.4726,71.80069999999998,-11.2326,13.978800000000005,61,138,150,56.33179999999997,LTC,87.71,89.0,90.89,88.22,1
1558656000.0,56,166,144,80.62319999999994,-41.75439999999999,406.04989999999975,-79.27759999999995,59.7331,273,839,735,305.5725999999998,LTC,89.0,100.83,102.51,90.2,1
1558742400.0,29,59,61,30.76140000000001,-24.5816,161.3764,-48.68719999999999,18.496400000000012,140,309,281,100.4499999999999,LTC,100.83,103.08,105.57,100.09,1
1558828800.0,27,106,90,57.70850000000001,-22.736,384.13529999999963,-61.55049999999999,46.36730000000001,158,681,549,311.6881999999996,LTC,103.08,112.48,116.15,107.07,1
1558915200.0,79,124,116,67.98049999999998,-63.10779999999993,444.89889999999986,-170.1585999999999,36.50100000000001,465,755,751,243.87460000000007,LTC,112.48,116.93,120.18,111.48,-1
1559001600.0,25,72,57,37.9718,-18.030599999999996,207.41499999999994,-41.8235,28.865500000000008,127,401,337,155.92839999999987,LTC,116.93,114.83,117.27,113.0,1
1559088000.0,39,78,57,38.93339999999998,-35.496,262.72600000000017,-89.98479999999998,21.133799999999994,237,520,422,154.4256000000001,LTC,114.83,115.24,117.32,111.51,-1
1559174400.0,60,111,97,52.78920000000002,-53.785,261.0898,-126.6708,25.9055,330,530,501,107.5054,LTC,115.24,107.92,112.23,105.11,1
